station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CYYQ,2021-12-29 16:00,1.40,-2.20,84.43,160.00,2.00,0.00,29.94,1014.30,15.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,1.40,CYYQ 291600Z 16002KT 15SM OVC009 M17/M19 A2994 RMK ST8 SLP143,M
CYYQ,2021-12-29 16:21,3.20,-0.40,84.56,0.00,0.00,0.00,29.93,1014.10,10.00,M,OVC,M,M,M,900.00,M,M,M,-SN,M,M,M,M,M,M,3.20,CYYQ 291621Z 00000KT 10SM -SN OVC009 M16/M18 A2993 RMK ST8 SLP141,M
CYYQ,2021-12-29 17:00,3.20,-0.40,84.56,360.00,3.00,0.00,29.92,1013.80,8.00,M,OVC,M,M,M,1100.00,M,M,M,-SN,M,M,M,M,M,M,-4.24,CYYQ 291700Z 36003KT 8SM -SN OVC011 M16/M18 A2992 RMK ST8 SLP138,M
CYYQ,2021-12-29 18:00,3.20,-0.40,84.56,30.00,5.00,0.00,29.90,1013.00,7.00,M,OVC,M,M,M,3100.00,M,M,M,-SN,M,M,M,M,M,M,-7.81,CYYQ 291800Z 03005KT 7SM -SN OVC031 M16/M18 A2990 RMK SC8 SLP130,M
CYYQ,2021-12-29 19:00,5.00,1.40,84.68,40.00,6.00,0.00,29.87,1012.10,7.00,M,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,M,M,-6.99,CYYQ 291900Z 04006KT 7SM -SN OVC029 M15/M17 A2987 RMK SC8 SLP121,M
CYYQ,2021-12-29 20:00,5.00,3.20,92.06,60.00,7.00,0.00,29.85,1011.40,6.00,M,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,M,M,-8.13,CYYQ 292000Z 06007KT 6SM -SN OVC029 M15/M16 A2985 RMK SC8 SLP114,M
CYYQ,2021-12-29 21:00,5.00,3.20,92.06,60.00,6.00,0.00,29.84,1011.10,8.00,M,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,M,M,-6.99,CYYQ 292100Z 06006KT 8SM -SN OVC029 M15/M16 A2984 RMK SC8 SLP111,M
CYYQ,2021-12-29 22:00,5.00,1.40,84.68,60.00,5.00,0.00,29.83,1010.60,10.00,M,OVC,M,M,M,3100.00,M,M,M,-SN,M,M,M,M,M,M,-5.67,CYYQ 292200Z 06005KT 10SM -SN OVC031 M15/M17 A2983 RMK SC8 SLP106,M
CYYQ,2021-12-29 23:00,5.00,1.40,84.68,60.00,5.00,0.00,29.81,1010.20,12.00,M,OVC,M,M,M,2900.00,M,M,M,-SN,M,M,M,M,M,M,-5.67,CYYQ 292300Z 06005KT 12SM -SN OVC029 M15/M17 A2981 RMK SC8 SLP102,M
CYYQ,2021-12-30 00:00,5.00,1.40,84.68,70.00,4.00,0.00,29.80,1009.70,12.00,M,OVC,M,M,M,2700.00,M,M,M,-SN,M,M,M,M,M,M,-4.11,CYYQ 300000Z 07004KT 12SM -SN OVC027 M15/M17 A2980 RMK SC8 SLP097,M
CYYQ,2021-12-30 01:00,5.00,1.40,84.68,40.00,5.00,0.00,29.79,1009.50,15.00,M,OVC,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,M,M,-5.67,CYYQ 300100Z 04005KT 15SM -SN OVC025 M15/M17 A2979 RMK SC8 SLP095,M
CYYQ,2021-12-30 02:00,6.80,3.20,84.80,50.00,4.00,0.00,29.77,1008.70,12.00,M,FEW,OVC,M,M,1000.00,2500.00,M,M,-SN,M,M,M,M,M,M,-2.01,CYYQ 300200Z 05004KT 12SM -SN FEW010 OVC025 M14/M16 A2977 RMK SC1SC8 SC TR SLP087,M
CYYQ,2021-12-30 03:00,6.80,5.00,92.12,60.00,5.00,0.00,29.75,1007.90,8.00,M,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,-3.53,CYYQ 300300Z 06005KT 8SM -SN OVC015 M14/M15 A2975 RMK SC8 SLP079,M
CYYQ,2021-12-30 04:00,6.80,3.20,84.80,50.00,7.00,0.00,29.72,1007.10,8.00,M,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,-5.94,CYYQ 300400Z 05007KT 8SM -SN OVC015 M14/M16 A2972 RMK SC8 SLP071,M
CYYQ,2021-12-30 05:00,6.80,3.20,84.80,50.00,8.00,0.00,29.70,1006.30,10.00,M,OVC,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,-6.93,CYYQ 300500Z 05008KT 10SM -SN OVC020 M14/M16 A2970 RMK SC8 SLP063,M
CYYQ,2021-12-30 06:00,6.80,3.20,84.80,50.00,7.00,0.00,29.69,1005.80,10.00,M,OVC,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,-5.94,CYYQ 300600Z 05007KT 10SM -SN OVC020 M14/M16 A2969 RMK SC8 SLP058,M
CYYQ,2021-12-30 07:00,5.00,1.40,84.68,50.00,7.00,0.00,29.68,1005.60,10.00,M,BKN,M,M,M,1800.00,M,M,M,-SN,M,M,M,M,M,M,-8.13,CYYQ 300700Z 05007KT 10SM -SN BKN018 M15/M17 A2968 RMK SC7 SLP056,M
CYYQ,2021-12-30 08:00,3.20,-0.40,84.56,40.00,7.00,0.00,29.67,1005.10,12.00,M,SCT,OVC,M,M,1800.00,8000.00,M,M,-SN,M,M,M,M,M,M,-10.33,CYYQ 300800Z 04007KT 12SM -SN SCT018 OVC080 M16/M18 A2967 RMK SC4AC4 SLP051,M
CYYQ,2021-12-30 09:00,3.20,-0.40,84.56,30.00,7.00,0.00,29.66,1004.90,12.00,M,FEW,OVC,M,M,1800.00,10000.00,M,M,-SN,M,M,M,M,M,M,-10.33,CYYQ 300900Z 03007KT 12SM -SN FEW018 OVC100 M16/M18 A2966 RMK SC2AC6 SLP049,M
CYYQ,2021-12-30 10:00,3.20,-0.40,84.56,20.00,6.00,0.00,29.65,1004.60,12.00,M,OVC,M,M,M,10000.00,M,M,M,-SN,M,M,M,M,M,M,-9.16,CYYQ 301000Z 02006KT 12SM -SN OVC100 M16/M18 A2965 RMK AC8 SLP046,M
CYYQ,2021-12-30 11:00,5.00,1.40,84.68,30.00,7.00,0.00,29.65,1004.40,15.00,M,OVC,M,M,M,12000.00,M,M,M,-SN,M,M,M,M,M,M,-8.13,CYYQ 301100Z 03007KT 15SM -SN OVC120 M15/M17 A2965 RMK AC8 SLP044,M
CYYQ,2021-12-30 11:28,5.00,1.40,84.68,40.00,6.00,0.00,29.65,1004.40,12.00,M,OVC,M,M,M,10000.00,M,M,M,IC,M,M,M,M,M,M,-6.99,CYYQ 301128Z 04006KT 12SM IC OVC100 M15/M17 A2965 RMK AC8 SLP044,M
CYYQ,2021-12-30 12:00,3.20,-0.40,84.56,90.00,3.00,0.00,29.65,1004.40,10.00,M,OVC,M,M,M,10000.00,M,M,M,IC,M,M,M,M,M,M,-4.24,CYYQ 301200Z 09003KT 10SM IC OVC100 M16/M18 A2965 RMK AC8 SLP044,M
CYYQ,2021-12-30 13:00,1.40,-2.20,84.43,160.00,4.00,0.00,29.65,1004.50,15.00,M,OVC,M,M,M,10000.00,M,M,M,IC,M,M,M,M,M,M,-8.31,CYYQ 301300Z 16004KT 15SM IC OVC100 M17/M19 A2965 RMK AC8 SLP045,M
CYYQ,2021-12-30 14:00,-0.40,-4.00,84.30,150.00,4.00,0.00,29.65,1004.60,15.00,M,SCT,OVC,M,M,2600.00,9500.00,M,M,IC,M,M,M,M,M,M,-10.42,CYYQ 301400Z 15004KT 15SM IC SCT026 OVC095 M18/M20 A2965 RMK SC4AC4 SLP046,M
CYYQ,2021-12-30 15:00,1.40,-2.20,84.43,180.00,3.00,0.00,29.65,1004.60,15.00,M,OVC,M,M,M,2200.00,M,M,M,IC,M,M,M,M,M,M,-6.29,CYYQ 301500Z 18003KT 15SM IC OVC022 M17/M19 A2965 RMK ST8 SLP046,M
CYYQ,2021-12-30 16:00,1.40,-2.20,84.43,160.00,4.00,0.00,29.65,1004.60,15.00,M,OVC,M,M,M,2000.00,M,M,M,IC,M,M,M,M,M,M,-8.31,CYYQ 301600Z 16004KT 15SM IC OVC020 M17/M19 A2965 RMK SC8 SLP046,M
CYYQ,2021-12-30 17:00,1.40,-2.20,84.43,160.00,5.00,0.00,29.65,1004.40,12.00,M,OVC,M,M,M,2200.00,M,M,M,IC,M,M,M,M,M,M,-9.95,CYYQ 301700Z 16005KT 12SM IC OVC022 M17/M19 A2965 RMK SC8 SLP044,M
CYYQ,2021-12-30 18:00,1.40,-2.20,84.43,310.00,4.00,0.00,29.65,1004.40,12.00,M,FEW,OVC,M,M,2600.00,8000.00,M,M,IC,M,M,M,M,M,M,-8.31,CYYQ 301800Z 31004KT 12SM IC FEW026 OVC080 M17/M19 A2965 RMK SC1AC7 SLP044,M
CYYQ,2021-12-30 19:00,1.40,-2.20,84.43,290.00,3.00,0.00,29.64,1004.20,6.00,M,SCT,OVC,M,M,5500.00,8700.00,M,M,IC,M,M,M,M,M,M,-6.29,CYYQ 301900Z 29003KT 6SM IC SCT055 OVC087 M17/M19 A2964 RMK SC3AC5 SLP042,M
CYYQ,2021-12-30 20:00,1.40,-2.20,84.43,260.00,3.00,0.00,29.64,1004.40,5.00,M,BKN,OVC,M,M,8000.00,9900.00,M,M,IC,M,M,M,M,M,M,-6.29,CYYQ 302000Z 26003KT 5SM IC BKN080 OVC099 M17/M19 A2964 RMK AC7AC1 SLP044,M
CYYQ,2021-12-30 21:00,-0.40,-4.00,84.30,250.00,3.00,0.00,29.65,1004.50,8.00,M,SCT,OVC,M,M,7000.00,8400.00,M,M,IC,M,M,M,M,M,M,-8.35,CYYQ 302100Z 25003KT 8SM IC SCT070 OVC084 M18/M20 A2965 RMK AC4AC4 SLP045,M
CYYQ,2021-12-30 22:00,-2.20,-5.80,84.17,250.00,4.00,0.00,29.65,1004.50,12.00,M,BKN,M,M,M,7000.00,M,M,M,IC,M,M,M,M,M,M,-12.52,CYYQ 302200Z 25004KT 12SM IC BKN070 M19/M21 A2965 RMK AC7 SLP045,M
CYYQ,2021-12-30 23:00,-2.20,-5.80,84.17,260.00,6.00,0.00,29.65,1004.50,8.00,M,SCT,OVC,M,M,7000.00,12000.00,M,M,IC,M,M,M,M,M,M,-15.66,CYYQ 302300Z 26006KT 8SM IC SCT070 OVC120 M19/M21 A2965 RMK AC4AC4 SLP045,M
